1. 風量 | Air volume
46. 交流變頻壓縮機 | AC inverter compressor
47. 壁掛式冷氣 | Wall-mounted air conditioner
48. 地板式冷氣 | Floor-standing air conditioner
49. 窗型冷氣 | Window air conditioner
50. 中央空調 | Central air conditioning
1. 製冷能力 | Cooling Capacity
2. 能源效率比 | Energy Efficiency Ratio (EER)
3. 耗電量 | Power Consumption
4. 風量 | Airflow Rate
5. 噪音等級 | Noise Level
6. 除濕量 | Dehumidification Capacity
7. 冷房能力 | Cooling Capacity
8. 暖房能力 | Heating Capacity
9. 旋轉式壓縮機 | Rotary Compressor
10. 定頻壓縮機 | Fixed Frequency Compressor
11. 變頻壓縮機 | Inverter Compressor
12. 直流變頻壓縮機 | DC Inverter Compressor
13. 多迴路製冷系統 | Multi-Zone System
14. 分離式冷氣 | Split System Air Conditioner
15. 窗型冷氣 | Window Type Air Conditioner
16. 中央空調 | Central Air Conditioning
17. 多聯式空調 | Multi-Split System
18. 冷凍油 | Refrigerant Oil
19. 冷媒 | Refrigerant
20. 蒸發器 | Evaporator
21. 冷凝器 | Condenser
22. 毛細管 | Capillary Tube
23. 膨脹閥 | Expansion Valve
24. 四通閥 | Four-Way Valve
25. 過濾器 | Filter
26. 風扇 | Fan
27. 排風管 | Exhaust Pipe
28. 進風管 | Intake Pipe
29. 抗腐蝕塗料 | Anti-Corrosion Coating
30. 自動清潔功能 | Self-Cleaning Function
31. 自動除霜功能 | Automatic Defrosting Function
32. 防臭功能 | Deodorization Function
33. 定時開關 | Timer
34. 遙控器 | Remote Control
35. 顯示螢幕 | Display Screen
38. 觸控面板 | Touch Panel
41. 智能語音控制 | Smart Voice Control
42. 能源之星認證 | Energy Star Certification
43. 環保冷媒 | Environmentally Friendly Refrigerant
44. 夜間模式 | Night Mode
45. 睡眠模式 | Sleep Mode
46. 自動模式 | Automatic Mode
48. 強力模式 | Power Mode
49. 靜音模式 | Silent Mode
50. 自動擺風 | Auto Swing
1. 製冷量 | Cooling capacity
2. 能源效率比 | Energy efficiency ratio
3. 冷媒 | Refrigerant
4. 壓縮機型式 | Compressor type
5. 風扇速度 | Fan speed
6. 除濕量 | Dehumidification capacity
7. 睡眠模式 | Sleep mode
8. 定時開關 | Timer function
9. 溫度設定 | Temperature setting
10. 自動除霜 | Auto defrost
11. 自動擺風 | Auto swing
12. 有線/無線遙控器 | Wired/wireless remote control
13. 獨立除濕 | Independent dehumidification
14. 冷暖兩用 | Cooling and heating
15. 過濾網 | Filter
16. 除臭 | Deodorization
17. 防霉 | Anti-mildew
18. 自動清潔 | Self-cleaning
19. 變頻 | Inverter
20. 靜音 | Quiet operation
21. 耗電量 | Power consumption
22. 風量 | Airflow
23. 機體尺寸 | Unit dimensions
24. 重量 | Weight
25. 保固 | Warranty
26. 安裝費用 | Installation cost
27. 維修費用 | Maintenance cost
28. 品牌 | Brand
29. 型號 | Model
30. 產地 | Place of origin
31. 認證 | Certification
32. 安裝方式 | Installation method
33. 使用壽命 | Service life
34. 適用坪數 | Applicable area
35. 冷氣種類 | Air conditioner type
36. 窗型冷氣 | Window air conditioner
37. 分離式冷氣 | Split air conditioner
38. 中央空調 | Central air conditioning
39. 天花板吊隱式冷氣 | Ceiling cassette air conditioner
40. 壁掛式冷氣 | Wall-mounted air conditioner
41. 移動式冷氣 | Portable air conditioner
42. 室外機 | Outdoor unit
43. 室內機 | Indoor unit
44. 管線 | Piping
45. 吊架 | Bracket
46. 冷媒管 | Refrigerant piping
47. 冷凝水管 | Condensate drain pipe
48. 電線 | Electrical wiring
49. 冷煤量 | Refrigerant charge
50. 冷凝壓力 | Condensing pressure
1. 冷氣機 | Air-Conditioner
2. 空調 | Air Conditioning
3. 冷媒 | Refrigerant
4.壓縮機 | Compressor
5. 蒸發器 | Evaporator
6. 冷凝器 | Condenser
7. 換熱器 | Heat exchanger
8. 擴張閥 | Expansion valve
9. 過濾器 | Filter
10. 送風機 | Blower
11. 風管 | Duct
12. 保溫 | Insulation
13. 控制系統 | Control system
14. 冷卻循環系統 | Cooling cycle system
15. 風量 | Airflow
16. 冷能 | Cooling capacity
17. 能源效率比 | Energy Efficiency Ratio (EER)
18. 季節能源效率比 | Seasonal Energy Efficiency Ratio (SEER)
19. 溫溼度控制 | Temperature and Humidity Control
20. 靜音設計 | Quiet operation
21. 自動清潔 | Auto-clean
22. 智能控制 | Smart control
23. 變頻壓縮機 | Inverter compressor
24. 直流變頻 | DC Inverter
25. 冷凍劑 | Refrigerant
26. 冷媒管 | Refrigerant pipe
27. 銅管 | Copper pipe
28. 冷卻水 | Cooling water
29. 冷水機 | Chiller
30. 冷卻塔 | Cooling tower
31. 風冷 | Air-cooled
32. 水冷 | Water-cooled
33. 風冷式冷凝器 | Air-cooled condenser
34. 水冷式冷凝器 | Water-cooled condenser
35. 冷凝溫度 | Condensing temperature
36. 蒸發溫度 | Evaporation temperature
37. 壓縮比 | Compression ratio
38. 冷媒流量 | Refrigerant mass flow rate
39. 冷凝壓力 | Condensing pressure
40. 蒸發壓力 | Evaporation pressure
41. 過熱度 | Superheating
42. 過冷度 | Subcooling
43. 焓差 | Enthalpy difference
44. 製冷量 | Cooling capacity 
45. 除濕量 | Dehumidification Capacity
46. 耗電量 | Power Consumption
47. 電壓 | Voltage
48. 安培數 | Amperage
49. 頻率 | Frequency
50. 溫度 | Temperature
1. 冷媒 | Refrigerant
2. 冷凝器 | Condenser
3. 蒸發器 | Evaporator
4. 壓縮機 | Compressor
5. 風扇 | Fan
6. 濾網 | Filter
7. 溫度感應器 | Temperature sensor
8. 濕度感應器 | Humidity sensor
9. 定時器 | Timer
10. 遙控器 | Remote control
11. 冷暖切換 | Cooling and heating switch
12. 風量調節 | Airflow adjustment
13. 睡眠模式 | Sleep mode
14. 省電模式 | Energy-saving mode
15. 自動除霜 | Auto defrost
16. 自動清潔 | Auto clean
17. 抗菌塗層 | Antibacterial coating
18. 過濾網 | Filter net
19. 風向調整 | Wind direction adjustment
20. 靜音運作 | Silent operation
21. 變頻 | Inverter
22. 節能 | Energy efficiency
23. 環保 | Environmentally friendly
24. 除濕 | Dehumidification
25. 加濕 | Humidification
26. 新風 | Fresh air
27. 二次熱交換 | Secondary heat exchanger
28. 熱泵 | Heat pump
29. 地暖 | Underfloor heating
30. 中央空調 | Central air conditioning
31. 壁挂式 | Wall-mounted
32. 櫃式 | Cabinet type
33. 分體式 | Split type
34. 多聯式 | Multi-joint type
35. 風冷式 | Air-cooled
36. 水冷式 | Water-cooled
37. 冷凍噸 | Refrigeration ton
38. 能效比 | Energy efficiency ratio
1. 排風機 | Exhaust Fan
2. 控制板 | Controller Board
3. 排風機控制 | Exhaust Fan Control
4. 掛式排風機 | Wall-mounted Exhaust Fan
5. 控制示意圖 | Control Schematic
6. 機房 | Machine Room
7. 冷氣 | Air Conditioning
8. 空調 | Air Conditioner
9. 冷氣機 | Air Conditioner
10. 空調機 | Air Conditioner
11. 冷氣設備 | Air Conditioning System
12. 空調設備 | Air Conditioning System
13. 冷氣機組 | Air Conditioning Unit
14. 空調機組 | Air Conditioning Unit
15. 冷卻水 | Chilled Water
16. 空調系統 | Air Conditioning System
17. 冷氣系統 | Air Conditioning System
18. 冷氣管路 | Air Conditioning Piping
19. 空調管路 | Air Conditioning Piping
20. 冷氣冷媒 | Air Conditioning Refrigerant
21. 空調冷媒 | Air Conditioning Refrigerant
22. 冷氣壓縮機 | Air Conditioning Compressor
23. 空調壓縮機 | Air Conditioning Compressor
24. 冷氣風扇 | Air Conditioning Fan
25. 空調風扇 | Air Conditioning Fan
26. 冷氣過濾器 | Air Conditioning Filter
27. 空調過濾器 | Air Conditioning Filter
28. 冷氣除濕 | Air Conditioning Dehumidification
29. 空調除濕 | Air Conditioning Dehumidification
30. 冷氣送風口 | Air Conditioning Vent
31. 空調送風口 | Air Conditioning Vent
32. 冷氣回風口 | Air Conditioning Return Vent
33. 空調回風口 | Air Conditioning Return Vent
34. 冷氣風管 | Air Conditioning Duct
35. 空調風管 | Air Conditioning Duct
36. 冷氣機維護 | Air Conditioning Maintenance
37. 空調機維護 | Air Conditioning Maintenance
38. 冷氣機安裝 | Air Conditioning Installation
39. 空調機安裝 | Air Conditioning Installation
40. 冷氣機維修 | Air Conditioning Repair
41. 空調機維修 | Air Conditioning Repair
1. 空調 | A/C
2. 停車空間排風機 | Exhaust fans in parking space
3. 誘導式風機 | Inductive fans
4. 風機 | Fan
5. 冷氣 | Air conditioner
6. 冷氣空調設備 | Air conditioning equipment
7. 中央空調 | Central air conditioning
8. 分離式冷氣 | Split-type air conditioner
9. 窗型冷氣 | Window-type air conditioner
10. 壁掛式冷氣 | Wall-mounted air conditioner
11. 吊隱式冷氣 | Ceiling cassette air conditioner
12. 多聯式冷氣 | Multi-zone air conditioning
13. 變頻冷氣 | Inverter air conditioner
14. 定頻冷氣 | Fixed-speed air conditioner
15. 冷媒 | Refrigerant
16. 冷凍油 | Refrigerant oil
17. 壓縮機 | Compressor
18. 冷凝器 | Condenser
19. 蒸發器 | Evaporator
20. 膨脹閥 | Expansion valve
21. 過濾器 | Filter
22. 除濕機 | Dehumidifier
23. 加濕器 | Humidifier
24. 空氣清淨機 | Air purifier
25. 送風口 | Air outlet
26. 回風口 | Air return
27. 風管 | Air duct
28. 風量 | Air volume
29. 風壓 | Air pressure
30. 風速 | Air velocity
31. 溫度 | Temperature
32. 濕度 | Humidity
33. 製冷量 | Cooling capacity
34. 製熱量 | Heating capacity
35. 能源效率比 | Energy efficiency ratio (EER)
36. 能源因數 | Power factor
37. 噪音 | Noise
38. 振動 | Vibration
39. 遙控器 | Remote control
40. 定時器 | Timer
41. 睡眠模式 | Sleep mode
42. 自動重啟 | Auto restart
43. 除霉功能 | Anti-mold function
44. 除臭功能 | Deodorizing function
45. 自我診斷 | Self-diagnosis
46. 防漏冷媒 | Anti-leak refrigerant
47. 防鏽塗層 | Anti-rust coating
48. 防震支架 | Anti-vibration mount
49. 冷媒管 | Refrigerant pipe
50. 冷媒管線 | Refrigerant piping
1. 出風口 | Return Air
2. 回風口 | Supply Air
3. 冷媒 | Refrigerant
4. 压缩機 | Compressor
5. 冷凝器 | Condenser
6. 蒸發器 | Evaporator
7. 熱交換器 | Heat Exchanger
8. 風扇 | Fan
9. 風管 | Ductwork
10. 過濾器 | Filter
11. 冷凝水盤 | Condensate Pan
12. 溫度傳感器 | Temperature Sensor
13. 壓力傳感器 | Pressure Sensor
14. 湿度傳感器 | Humidity Sensor
15. 继电器 | Relay
16. 接触器 | Contactor
17. 電容器 | Capacitor
18. 變壓器 | Transformer
19. 控制面板 | Control Panel
20. 電路板 | Circuit Board
21. 軟體 | Software
22. 硬體 | Hardware
23. 固件 | Firmware
24. 伺服器 | Server
25. 網絡 | Network
26. 能源計量器 | Energy Meter
27. 溫度計 | Thermometer
28. 壓力計 | Pressure Gauge
29. 濕度計 | Hygrometer
30. 風速計 | Anemometer
31. 氣流開關 | Airflow Switch
32. 冷媒檢漏儀 | Refrigerant Leak Detector
33. 電壓錶 | Voltmeter
34. 電流錶 | Ammeter
35. 頻率計 | Frequency Meter
36. 功率計 | Power Meter
37. 功率因數計 | Power Factor Meter
38. 諧波分析儀 | Harmonic Analyzer
39. 振動分析儀 | Vibration Analyzer
40. 噪音計 | Sound Level Meter
41. 熱像儀 | Thermal Imager
42. 氣體探測器 | Gas Detector
43. 一氧化碳探測器 | Carbon Monoxide Detector
44. 製冷劑檢測器 | Refrigerant Detector
45. 紅外線熱像儀 | Infrared Thermography
46. 紫外線檢測儀 | Ultraviolet Detector
47. 氨氣檢測儀 | Ammonia Detector
48. 氮氣檢測儀 | Nitrogen Detector
49. 酸性氣體檢測儀 | Acid Gas Detector
50. 鹼性氣體檢測儀 | Alkaline Gas Detector
1. 空氣處理機組 | Air handling unit (AHU)
18. ﹩ | Not specified
24. ﹩ | Not specified
32. ﹩ | Not specified
37. ﹩ | Not specified
40. ﹩ | Not specified
41. ﹩ | Not specified
43. ( | Not specified
48. # | Not specified
1. 冷凝器 | Condenser
2. 蒸發器 | Evaporator
3. 壓縮機 | Compressor
4. 膨脹閥 | Expansion valve
5. 熱交換器 | Heat exchanger
6. 製冷劑 | Refrigerant
7. 風機盤管 | Fan coil unit (FCU)
8. 空調機 | Air conditioner
9. 分離式空調 | Split-type air conditioner
10. 窗型空調 | Window-type air conditioner
11. 多聯式空調 | Multi-split air conditioner
12. 變頻式空調 | Inverter air conditioner
13. 定頻式空調 | Non-inverter air conditioner
14. 冷暖機 | Heat pump
15. 除濕機 | Dehumidifier
16. 空氣清淨機 | Air purifier
17. 空氣循環扇 | Air circulator
18. 冷風機 | Evaporative cooler
19. 中央空調 | Central air conditioning
20. 多分歧器 | Manifold
21. 冷媒管 | Refrigerant piping
22. 銅管 | Copper pipe
23. 冷媒管路 | Refrigerant piping system
24. 電磁閥 | Solenoid valve
25. 過濾器 | Filter
26. 空氣濾網 | Air filter
27. 風扇 | Fan
28. 葉片 | Blade
29. 風量 | Airflow
30. 風速 | Air velocity
31. 風壓 | Air pressure
32. 冷卻容量 | Cooling capacity
33. 製熱容量 | Heating capacity
36. 噪音值 | Noise level
37. 電壓 | Voltage
38. 電流 | Current
39. 功率 | Power
40. 能耗 | Energy consumption
41. 安全規範 | Safety standards
42. 安裝規範 | Installation standards
43. 維護規範 | Maintenance standards
44. 保固 | Warranty
45. 遙控器 | Remote control
46. 定時器 | Timer
47. 溫控器 | Thermostat
48. 濕度控制器 | Humidity controller
49. 空調系統 | Air conditioning system
50. 空調設備 | Air conditioning equipment
1. 玻璃棉保溫材料 | Glass wool insulation
3. 纖維製品防焰性試驗法 | Test method for flame resistance of textile fabrics
4. 聚乙烯泡沫塑膠隔熱材料 | Polyethylene foam plastic insulation
5. 最大導熱係數 | Maximum thermal conductivity
6. 表面處理 | Surface treatment
7. 聚乙烯材 | Polyethylene material
8. 氟氯碳化物 | Chlorofluorocarbon
9. 鹵素 | Halogen
10. 非鹵素聚乙烯發泡保溫材 | Non-halogenated polyethylene foam insulation
11. 難燃、低煙特性 | Flame retardant, low smoke
12. 視密度 | Apparent density
13. 吸水率 | Water absorption
14. 橡塑合成發泡保溫材料 | Elastomeric foam insulation
15. 火焰表面傳播第一級 | Class 1 flame surface spread
16. 火燄蔓延指數 | Flame spread index
17. 煙產生指數 | Smoke development index
18. 工廠互助保險公司 | Factory Mutual (FM)
19. 空調送風及回風風管 | HVAC supply and return air ducts
20. 樹脂黏合 | Resin bonded
21. 平均溫度 | Average temperature
22. 燃燒時間 | Burning time
23. 燃燒長度 | Burning length
24. 風管附屬設備 | Duct fittings
25. 風管保溫 | Duct insulation
26. 空調用保溫 | HVAC insulation
27. 品質管理 | Quality management
28. 管材 | Piping
29. 閥 | Valves
30. 空調用泵 | HVAC pumps
31. 液體對液體熱交換器 | Liquid-to-liquid heat exchangers
32. 風管 | Ducts
33. 靜壓 | Static pressure
34. 空氣流量 | Airflow rate
35. 風管尺寸 | Duct dimensions
36. 風管材料 | Duct material
37. 風管連接方式 | Duct connection method
38. 風管附件 | Duct accessories
39. 風管測量 | Duct testing
40. 風管安裝 | Duct installation
41. 風管維護 | Duct maintenance
42. 送風系統 | Supply air system
43. 回風系統 | Return air system
44. 排風系統 | Exhaust air system
45. 新風系統 | Fresh air system
46. 空調系統 | HVAC system
47. 冷卻系統 | Cooling system
48. 加熱系統 | Heating system
49. 通風系統 | Ventilation system
50. 空調控制系統 | HVAC control system
1. 內保溫 | DuctLiner
2. 玻璃棉 | Glass Wool
3. 保溫厚度 | Insulation Thickness
4. 最小密度 | Minimum Density
5. 最大導熱係數 | Thermal Conductivity
6. 適用溫度範圍 | Applicable Temperature Range
7. 保火被覆效果 | Thermal Insulation Material
8. 聚乙烯材 | Polyethylene
9. 氟氯碳化物 | Chlorofluorocarbons (CFCs)
10. 鹵素 | Halogens
11. 難燃性 | Flame Retardant
12. 低煙性 | Low Smoke
13. 視密度 | Apparent Density
14. 吸水率 | Water Absorption
15. 燃燒時間 | Burning Time
16. 燃燒長度 | Burning Length
17. 橡塑合成發泡保溫材料 | Elastomeric Foam Insulation
18. 冰水 | Chilled Water
19. 鹵水 | Refrigerant
20. 冷凝水排水管 | Condensation Water Drain Pipe
21. 酚樹脂保溫材 | Phenolic Foam Insulation
22. 防水氣鋁箔護套 | Waterproof Vapor Aluminum Foil Jacket
23. 自封式蓋面 | Self-Closing Cover
24. 非鹵素聚乙烯發泡保溫材 | Halogen-Free Polyethylene Foam Insulation
25. 最大導熱係數 | Maximum Thermal Conductivity
26. 保温厚度 | Insulation Thickness
27. 適用溫度範圍 | Application Temperature Range
28. 難燃性 | Flammability
29. 低煙性 | Low Smoke
30. 橡塑合成發泡保溫材 | Elastomeric Foam Insulation
31. 冰水管 | Chilled Water Pipe
32. 火燄表面傳播 | Flame Spread
33. 火燄蔓延指數 | Flame Spread Index
34. 煙產生指數 | Smoke Developed Index
35. 保火被覆效果 | Thermal Insulation Material
36. 保温厚度 | Insulation Thickness
37. 適用溫度範圍 | Application Temperature Range
1. 保溫厚度 | Thickness
2. 最小密度 | Minimum Density
3. 最大導熱係數 | Thermal Conductivity
4. 酚樹脂 | Phenolic Resin
5. 非鹵素 | Halogen Free
6. 難燃、低煙 | Flame Retardant, Low Smoke
8. 燃燒時間 | Burning Time
9. 燃燒長度 | Burning Length
10. 橡塑合成 | Rubber and Plastic
13. 工廠互助保險公司 | Factory Mutual
14. 吊座 | Saddle
15. 鞍座 | Saddle
16. 高密 | High Density
17. 耐承重 | Load-bearing
18. 施工方法 | Installation Method
19. 可阻止水氣之密封件 | Waterproof Seal
20. 風管測漏 | Duct Leakage Test
21. 拼湊之碎料 | Scrap Material
22. 耐銹蝕之箍帶 | Corrosion-Resistant Strap
23. 貼合面積 | Bonding Area
24. 機械式扣接器 | Mechanical Fastener
25. 對接接縫 | Butt Joint
26. 結露 | Condensation
27. 切角 | Bevel
28. 搭接 | Overlap
29. 接合處之襯材 | Joint Liner
30. 氟氯碳化物 | Chlorofluorocarbon
31. 防水氣鋁箔 | Waterproof Aluminum Foil
32. 自封式蓋面 | Self-Sealing Cover
33. 視密度 | Apparent Density
34. 火燄蔓延指數 | Flame Spread Index
35. 煙產生指數 | Smoke Developed Index
37. 保溫層 | Insulation Layer
38. 保溫材料 | Insulation Material
39. 黏著劑 | Adhesive
40. 機械式扣接器 | Mechanical Fastener
41. 抗菌 | Antibacterial
42. 抗黴菌 | Antifungal
43. 低噪音 | Low Noise
44. 高能效 | Energy Efficient
45. 遠程控制 | Remote Control
46. 自動化 | Automation
47. 智能化 | Smart
48. 觸控式 | Touch Screen
49. 變頻 | Inverter
50. 冷凝水排水管 | Drain Pipe
1. 邊緣及轉角 | Edge and corner
2. 法蘭 | Flange
3. 閥 | Valve
4. 保溫材料 | Insulation material
5. 接合劑 | Adhesive
6. 雜質過濾器 | Dirt filter
7. 閥蓋帽 | Bonnet
8. 外護層 | Protective layer
9. 鋁皮 | Aluminum foil
10. 不鏽鋼鐵皮 | Stainless steel plate
11. 金屬覆蓋 | Metal overlay
12. 扣件 | Fastener
13. 支架 | Support
14. 構架 | Framework
15. 外膜 | Outer film
16. 填縫劑 | Sealant
17. 離心泵 | Centrifugal pump
18. 冰水泵 | Chilled water pump
19. 冷卻水泵 | Cooling water pump
20. 抽吸高度 | Suction head
21. 揚程 | Head
22. 下揚程 | Negative head
23. 揚程曲線 | Head curve
24. 出口壓力 | Discharge pressure
25. 流量 | Flow rate
26. 效率 | Efficiency
27. 馬力 | Horsepower
28. 軸承 | Bearing
29. 軸封 | Shaft seal
30. 機座 | Baseplate
31. 聯軸器 | Coupling
32. 傳動軸 | Drive shaft
33. 全密閉風扇冷卻馬達 | Totally Enclosed, Fan-Cooled Type (TEFC) motor
34. 使用係數 | Service factor
35. 絕緣等級 | Insulation class
36. 額定馬力 | Rated horsepower
37. 功率 | Power
38. 單位電力消耗 | Specific energy consumption
39. 噪音等級 | Noise level
40. 保護等級 | Protection grade
41. 震動幅度 | Vibration amplitude
42. 供電電壓 | Electrical voltage
43. 頻率 | Frequency
44. 迴路電阻 | Loop resistance
45. 線路電容 | Line capacitance
46. 冷凝器 | Condenser
47. 蒸發器 | Evaporator
48. 膨脹閥 | Expansion valve
49. 過冷器 | Subcooler
50. 熱交換器 | Heat exchanger
1. 型式 | Model
2. 額定轉數 | Rated speed
3. 揚程 | Head
4. 電源 | Power
5. 水量 | Flow rate
6. 馬力 | Horsepower
7. 材質 | Material
8. 鍍鋅鋼管 | Galvanized steel pipe
9. 牙口接頭 | Threaded joint
10. 機械式接頭 | Mechanical joint
11. 蝶閥 | Butterfly valve
12. 防結露塊 | Anti-condensation pad
13. 操作把手 | Handle
14. 操作手輪 | Handwheel
15. 閘閥 | Gate valve
16. 砲金銅昇桿式 | Gunmetal bronze stem type
17. 逆止閥 | Check valve
18. 雙瓣式彈簧逆止凡而 | Double-flapper spring type check valve
19. 橫式逆止閥 | Horizontal check valve
20. 球型閥 | Ball valve
21. 過濾器 | Strainer
22. 污物排洩口 | Blow-off valve
23. 過濾網拆卸口 | Filter screen removal port
24. 多功能平衡閥 | Multi-function balancing valve
25. 伸縮接頭 | Expansion joint
26. 內芯軟管 | Flexible inner hose
27. 自動釋氣閥 | Automatic air vent
28. 浮球式 | Float type
29. 布豋管式壓力計 | Bourdon tube pressure gauge
30. 錶面 | Dial
31. 錶底 | Face
32. 錶面刻劃 | Dial graduation
33. 內螺牙接頭 | Female threaded connection
34. 溫度計 | Thermometer
35. 壓力範圍 | Pressure range
36. 量程 | Measuring range
37. 外法蘭夾裝連結式 | External flange connection
38. 溝槽連結式 | Grooved connection
39. 耐壓等級 | Pressure rating
40. 熱交換器 | Heat exchanger
41. 管徑 | Pipe diameter
42. 管材 | Pipe material
43. 管配件 | Pipe fittings
44. 冷卻水管 | Chilled water pipe
45. 冰水管 | Ice water pipe
46. 標準 | Standard
47. 認證標誌 | Certification mark
48. 出廠檢驗報告 | Factory inspection report
49. 合格證明文件 | Certificate of conformity
50. 施工檢驗 | Construction inspection
1. 錶盤式溫度計 | Dial Thermometer
2. 雙金屬式溫度計 | Bimetal Thermometer
3. 酒精式溫度計 | Alcohol Thermometer
4. 動態自動平衡閥 | Dynamic Automatic Balancing Valve
6. 隔膜式 | Diaphragm
7. 自力調節型 | Self-regulating
8. 銅質閥體 | Copper Valve Body
9. 螺牙接頭 | Threaded Connection
10. 工作壓力 | Working Pressure
11. 法蘭接頭 | Flanged Connection
12. 誤差精確度 | Accuracy
13. 驅動器 | Actuator
15. 比例式控制 | Proportional Control
16. 伸縮環 | Expansion Loop
17. 錨定部份 | Anchor
18. 鉸刀 | Reamer
19. 大小頭 | Reducer
20. 卜申 | Bush
21. 軟性防水 | Flexible Waterproof
22. 伸縮管 | Expansion Pipe
23. 自動釋氣閥 | Automatic Air Vent
24. 關斷考克 | Shut-off Valve
25. 排水閥 | Drain Valve
26. 存水彎管 | Trap
27. 吊架 | Hanger
28. 管架 | Pipe Rack
29. 斜度 | Slope
30. 手動放氣閥 | Manual Air Vent
31. 自動放氣閥 | Automatic Air Vent
32. 帶型吊架 | Band Type Hanger
34. 可調整滾軸吊架 | Adjustable Roller Hanger
35. 金屬護板 | Metal Guard Plate
36. 幹管 | Main Pipe
37. 伸縮接頭 | Expansion Joint
38. 錨錠 | Anchor Bolt
39. 角鐵吊架 | Angle Iron Hanger
40. 吊桿 | Clevis
41. 預定位置 | Designated Position
42. 現場澆注 | In-situ Casting
43. 螺栓 | Bolt
44. 緊固螺帽 | Locknut
45.  واش卡 | Washer
46. 熱浸鋅材料 | Hot-dipped Galvanized Material
47. 壓力曲管 | Pressure Gauge
48. 不銹鋼套管 | Stainless Steel Sleeve
49. 溫度計保護管 | Thermometer Protection Sleeve
50. 測試頭 | Test Port
1. 外牙鋼套 | ExpansionPlugBolts
2. 機械接頭 | MechanicalConnection
3. 螺紋接頭 | ThreadedConnection
4. 鍍鋅鋼管 | GalvanizedSteelPipes
5. 法蘭接頭 | FlangeJoint
6. 墊片 | Gasket
7. 螺栓 | Bolts
8. 螺帽 | Nuts
9. 焊接 | Welding
10. 對接方式 | ButtJoint
11. 斜面 | BevelledJoint
12. 切渣 | CuttingSlag
13. 不潔物 | Contaminants
14. 象限法 | QuadrantMethod
15. 點焊 | SpotWelding
16. 焊條 | WeldingRod
17. 白鉛油 | WhiteLeadOil
18. 麻絲 | Hemp
19. 防漏帶 | AntiseepageTape
20. 管牙長度 | PipeThreadLength
21. 卡箍 | Housing
22. 止水墊襯 | Gasket
23. 球狀石墨鑄鐵 | DuctileIron
24. 防銹漆 | AntirustPaint
25. 滲碳熱處理 | CarburizingHeatTreatment
26. 張應力 | TensileStress
27. 滾槽 | Grooving
28. 另件 | AccessoryItem
29. 異徑三通 | ReducingTee
30. 異徑接頭 | ReducingCoupling
31. 國際標準許可廠牌 | InternationalStandardApprovedBrand
32. 冰水管 | ChilledWaterPipe
33. 冷凝水管 | CondensatePipe
34. 防火填塞 | Firestop
35. 防火牆 | Firewall
36. 樓板 | FloorSlab
37. 標準直接燃燒試驗 | StandardDirectCombustionTest
38. 火焰貫穿防火測試 | FIRETESTSOFTHROUGH─PENETRATIONFIRESTOPS
39. 消防水柱噴壓試驗 | HOSESTREAMTEST
40. 化學物 | Chemicals
41. 單體式填充劑 | MonolithicFiller
42. 總代理 | SoleAgent
43. 進口證明 | ImportCertificate
44. 管塞 | PipePlug
45. 閥 | Valve
46. 分界點 | BoundaryPoint
47. 控制閥 | ControlValve
48. 保溫 | Insulation
49. 水壓試驗 | HydraulicPressureTest
50. 耐溫範圍 | TemperatureRange
1. 液壓壓力 | Hydraulic Pressure
2. 試驗壓力 | Test Pressure
3. 設計壓力 | Design Pressure
4. 水管系統 | Water Piping System
5. 滲漏 | Leakage
6. 排水管 | Drain Pipe
7. 貯水試驗 | Water Storage Test
8. 管路油漆 | Pipe Painting
9. 標示 | Marking
10. 冰水管 | Chilled Water Pipe
11. 冷卻水管 | Cooling Water Pipe
12. 熱水管 | Hot Water Pipe
13. 鍍鋅鋼管 | Galvanized Steel Pipe
14. 車牙 | Thread
15. 電焊 | Welding
16. 紅丹低漆 | Red Lead Primer
17. 面漆 | Topcoat
18. 不銹鋼管 | Stainless Steel Pipe
19. 保溫管 | Insulated Pipe
20. 保溫之管路 | Insulated Piping
21. 鋁皮標示 | Aluminum Sheet Marking
22. 防水貼紙 | Waterproof Sticker
23. 閥體編號 | Valve Number
24. 閥類 | Valve
25. 吊牌 | Tag
26. 壓克力刻字 | Acrylic Engraved
27. 竣工圖 | As-Built Drawing
28. 維修手冊 | Maintenance Manual
29. 計量 | Measurement
30. 計價 | Valuation
31. 實作數量 | Installed Quantity
32. 契約數量 | Contract Quantity
33. 離心式冰水機組 | Centrifugal Chiller
34. 噪音管制標準 | Noise Control Standard
37. 進口貨 | Imported Goods
38. 備品及耗品 | Spare Parts and Consumables
39. 蒸發器 | Evaporator
40. 冷凝器 | Condenser
1. 抽真空 | Evacuation
2. 漏洩測試 | Leak test
3. 冷媒 | Refrigerant
5. 經濟部 | Ministry of Economic Affairs
6. 空調系統冰水主機能源效率標準 | Energy efficiency standard for air conditioning system chilled water main function
7. 離心式冰水機組 | Centrifugal chiller
9. 壓縮機 | Compressor
10. 壓縮機外殼 | Compressor shell
11. 氣密試驗 | Airtight test
12. 檢視視窗 | Inspection window
13. 葉輪 | Impeller
14. 靜態平衡 | Static balance
15. 動態平衡 | Dynamic balance
16. 導流翼 | Guide vane
17. 自動容量控制 | Automatic capacity control
18. 巴氏高速襯套軸承 | Babbitt high-speed sleeve bearing
19. 強制壓力潤滑 | Forced pressure lubrication
20. 電動機 | Motor
21. 密閉式 | Enclosed
